"Petition","URL","State","Signatures Count"
"Give small hospitality businesses 10% VAT relief","https://petition.parliament.uk/petitions/715075","open",34
"Introduce whole life tariffs for under 18s who commit murder","https://petition.parliament.uk/petitions/715078","open",137
"Bring Back the Death Penalty for Certain Crimes","https://petition.parliament.uk/petitions/715080","rejected",8
"Bring Back the death penalty","https://petition.parliament.uk/petitions/715082","rejected",7
"End The UK'S Membership Of The World Health Organization","https://petition.parliament.uk/petitions/715084","rejected",7
"Restrict and cap political party donations to people on the electoral role.","https://petition.parliament.uk/petitions/715087","rejected",7
"Give all child killers the death sentence","https://petition.parliament.uk/petitions/715088","rejected",6
"Reopen BNO applications for those born before 1997","https://petition.parliament.uk/petitions/715091","open",21
"Add card readers back onto the New Routemasters","https://petition.parliament.uk/petitions/715093","rejected",6
"Reinstate the death penalty for murder in England.","https://petition.parliament.uk/petitions/715095","rejected",7
"Lower the apprenticeship age to 14","https://petition.parliament.uk/petitions/715096","open",29
"Re introduce capital punishment for child murderers","https://petition.parliament.uk/petitions/715105","rejected",11
"Change the sentencing laws to reflect modern day criminals","https://petition.parliament.uk/petitions/715109","rejected",19
"Require police to keep their body worn cameras on when dealing with people","https://petition.parliament.uk/petitions/715134","open",40
"The people call a vote of no confidence in the labour government.","https://petition.parliament.uk/petitions/715158","rejected",14
"Restore capital punishment for the murder of children","https://petition.parliament.uk/petitions/715164","rejected",10
"Allow Prisoners To Appeal Court Cases At A Different Court .","https://petition.parliament.uk/petitions/715176","rejected",10
"Make the carrying of ID cards mandatory","https://petition.parliament.uk/petitions/715184","open",39
"Provide the support that’s desperately needed for our SEN children","https://petition.parliament.uk/petitions/715191","rejected",8
"Use appropriate language to describe crimes without fear of offence","https://petition.parliament.uk/petitions/715193","rejected",6
"Capital punishment for murderers","https://petition.parliament.uk/petitions/715195","rejected",6
"Fund more shingles vaccines. Make it available for those age 60+","https://petition.parliament.uk/petitions/715203","open",24
"Cease UK-Iraq trade and investment if child marriage is permitted in Iraq","https://petition.parliament.uk/petitions/715206","open",38
"Provide funding to increase police presence on the streets","https://petition.parliament.uk/petitions/715220","open",181
"Bring back the death penalty for all murderes and all child sex offenders","https://petition.parliament.uk/petitions/715223","rejected",6
"Hold a referendum on the death penalty","https://petition.parliament.uk/petitions/715231","rejected",20
"Give a public a referendum of the reintroduction of capital punishment in uk","https://petition.parliament.uk/petitions/715246","rejected",8
"Bring back the death penalty to the UK for terrorists, murderers & paedophiles.","https://petition.parliament.uk/petitions/715250","rejected",21
"Award the Southport Survivors for their bravery and strength","https://petition.parliament.uk/petitions/715259","rejected",7
"Revise the legal minimum age for a Whole life order prison sentence","https://petition.parliament.uk/petitions/715263","rejected",6
"Dissolve parliament, and call a General Election","https://petition.parliament.uk/petitions/715277","rejected",6
"Lower the legal driving age to 16 and a half years old for a Provisional License","https://petition.parliament.uk/petitions/715279","rejected",7
"Kier Starmer must resign!","https://petition.parliament.uk/petitions/715289","rejected",6
"Raise statutory maternity/paternity pay to match the National Living Wage","https://petition.parliament.uk/petitions/715292","open",71219
"Removal of CCJ for private parking companies...","https://petition.parliament.uk/petitions/715294","rejected",6
"Bring back death penalty for child murderers and child sex offenders","https://petition.parliament.uk/petitions/715296","rejected",21
"Release the Prisoners, of the Summer 2024 immigration protests","https://petition.parliament.uk/petitions/715298","rejected",6
"Start a petition to enable the british courts to issue the death sentence","https://petition.parliament.uk/petitions/715305","rejected",20
"Stop mass immigration and stop the spread of illegal immigration in the UK","https://petition.parliament.uk/petitions/715309","rejected",6
"Support uni/college students with loans/public transport","https://petition.parliament.uk/petitions/715314","rejected",14
"SUPPLY FREE WOMEN’S SANITARY PRODUCTS. Empower a girl’s life.","https://petition.parliament.uk/petitions/715316","rejected",10
"Award the George Cross to Leanne Lucas","https://petition.parliament.uk/petitions/715324","rejected",8
"Introduce a yearly ""Election Referendum"" to trigger early elections if required.","https://petition.parliament.uk/petitions/715327","rejected",6
"Change the laws so criminals under 18 years old can face a whole life sentence","https://petition.parliament.uk/petitions/715332","rejected",13
"Male and female genders only","https://petition.parliament.uk/petitions/715337","rejected",8
"Enrish the Armed Forces Covenant into Law","https://petition.parliament.uk/petitions/715340","rejected",8
"Regulate the keeping and breeding of all foxes, both native and non-native","https://petition.parliament.uk/petitions/715344","open",46
"Review Low stake gambling stakes in Pubs and Clubs.","https://petition.parliament.uk/petitions/715369","rejected",21
"Bring back the death penalty","https://petition.parliament.uk/petitions/715384","rejected",7
"Approve the funding for the Middlewich Bypass before the end of February 2025","https://petition.parliament.uk/petitions/715385","rejected",9
"A Parliamentary debate on the abolition of subsidised energy payments for MP’s.","https://petition.parliament.uk/petitions/715386","rejected",8
"Hold a national referendum on the reintroduction of the death penalty","https://petition.parliament.uk/petitions/715392","rejected",7
"i think that the UK should leave the world health organisation the same the US","https://petition.parliament.uk/petitions/715396","rejected",10
"Bring back the death penalty","https://petition.parliament.uk/petitions/715420","rejected",16
"Repeal the Public Order Act 2023","https://petition.parliament.uk/petitions/715427","open",1721
"Review how cases involving domestic violence are assigned to court location","https://petition.parliament.uk/petitions/715444","open",29
"Bring Back Capital Punishment to Britain 🇬🇧","https://petition.parliament.uk/petitions/715451","rejected",21
"Re-introduce the death penalty","https://petition.parliament.uk/petitions/715452","rejected",8
"Stop fining parents for family holidays during term time","https://petition.parliament.uk/petitions/715454","rejected",7
